business,category,sales,date
RetailCorp,sports,205.1,18-06-2030
RetailCorp,electronics,236.1,19-02-2023
RetailCorp,electronics,260.6,27-11-2028
RetailCorp,electronics,298.9,17-11-2022
RetailCorp,furniture,255.7,06-12-2022
RetailCorp,electronics,187.6,23-10-2025
RetailCorp,clothing,181.4,01-05-2025
RetailCorp,electronics,152.4,26-09-2027
RetailCorp,beauty,188.4,23-12-2026
RetailCorp,electronics,191.9,05-04-2026
RetailCorp,online,178.3,12-01-2020
RetailCorp,food,211.1,06-01-2030
RetailCorp,food,188,05-10-2017
RetailCorp,toys,224.9,15-05-2017
RetailCorp,beauty,224,28-06-2028
RetailCorp,furniture,287.7,21-08-2032
RetailCorp,electronics,155.2,21-12-2016
RetailCorp,beauty,192.3,16-01-2023
RetailCorp,furniture,54.9,01-02-2027
RetailCorp,furniture,304.7,21-07-2018
RetailCorp,furniture,215,28-01-2029
RetailCorp,toys,159.4,27-12-2027
RetailCorp,beauty,164.1,22-08-2025
RetailCorp,furniture,207.7,08-07-2021
RetailCorp,electronics,174.7,08-11-2021
RetailCorp,sports,132.8,06-11-2026
RetailCorp,food,243.5,30-04-2022
RetailCorp,online,144.7,27-07-2016
RetailCorp,furniture,172.2,09-08-2019
RetailCorp,furniture,190.4,06-07-2032
RetailCorp,clothing,162.1,26-03-2027
RetailCorp,furniture,239.6,30-04-2017
RetailCorp,clothing,186.8,01-04-2025
RetailCorp,toys,215.9,15-12-2016
RetailCorp,online,313.2,30-08-2023
RetailCorp,online,175.2,11-03-2031
RetailCorp,electronics,192.5,11-10-2019
RetailCorp,toys,259.1,16-06-2020
RetailCorp,stationery,209.7,05-03-2025
RetailCorp,toys,185,06-04-2018
RetailCorp,sports,168.7,04-06-2016
RetailCorp,food,162.7,01-11-2021
RetailCorp,food,131.4,11-12-2025
RetailCorp,clothing,248.6,13-11-2032
RetailCorp,stationery,253.7,11-12-2027
RetailCorp,stationery,242,28-03-2025
RetailCorp,food,166.7,23-07-2020
RetailCorp,beauty,217.8,18-08-2017
RetailCorp,food,217.5,15-05-2021
RetailCorp,electronics,192.9,23-03-2023
RetailCorp,electronics,257.1,17-01-2025
RetailCorp,online,291.5,15-01-2015
RetailCorp,sports,230.9,18-12-2020
RetailCorp,beauty,265.2,08-07-2018
RetailCorp,stationery,216.6,29-09-2033
RetailCorp,beauty,265.5,24-01-2022
RetailCorp,furniture,226.7,13-05-2026
RetailCorp,stationery,198.9,31-10-2030
RetailCorp,beauty,234.6,19-03-2028
RetailCorp,clothing,187.8,12-07-2027
RetailCorp,toys,139.4,17-05-2019
RetailCorp,beauty,216.7,09-07-2025
RetailCorp,online,148.6,24-05-2028
RetailCorp,food,241,27-05-2032
RetailCorp,food,226.2,21-12-2029
RetailCorp,clothing,282.9,01-11-2023
RetailCorp,sports,163.7,08-08-2032
RetailCorp,clothing,196.9,02-04-2019
RetailCorp,toys,133.2,29-05-2029
RetailCorp,beauty,198.4,19-04-2017
RetailCorp,stationery,96.1,06-10-2018
RetailCorp,toys,172.4,08-12-2032
RetailCorp,sports,196.3,18-10-2032
RetailCorp,beauty,178.7,27-02-2020
RetailCorp,stationery,229.7,06-10-2016
RetailCorp,toys,156,19-10-2018
RetailCorp,stationery,173.9,09-12-2031
RetailCorp,online,146.2,19-05-2032
RetailCorp,online,172.6,07-09-2024
RetailCorp,stationery,330,13-11-2027
RetailCorp,toys,182.3,21-01-2031
RetailCorp,sports,169.5,16-10-2017
RetailCorp,clothing,239.9,21-04-2021
RetailCorp,electronics,132.9,19-02-2028
RetailCorp,sports,133.5,10-07-2016
RetailCorp,electronics,170.5,11-10-2028
RetailCorp,beauty,143.7,29-05-2015
RetailCorp,toys,214.7,09-04-2021
RetailCorp,furniture,204.1,18-06-2022
RetailCorp,stationery,338.7,11-07-2021
RetailCorp,toys,173.8,07-09-2028
RetailCorp,food,200.8,19-09-2017
RetailCorp,toys,218.4,09-10-2031
RetailCorp,food,224.7,26-04-2016
RetailCorp,beauty,184.5,18-09-2022
RetailCorp,stationery,191.1,15-12-2015
RetailCorp,clothing,219.8,07-05-2032
RetailCorp,food,263.7,24-11-2026
RetailCorp,toys,304.9,12-11-2026
RetailCorp,beauty,179.4,23-01-2029
RetailCorp,beauty,182.1,27-09-2021
RetailCorp,electronics,246.8,06-08-2024
RetailCorp,stationery,169.1,26-03-2025
RetailCorp,beauty,91.7,14-10-2032
RetailCorp,toys,270.3,02-11-2016
RetailCorp,stationery,190.6,15-06-2033
RetailCorp,beauty,124.9,29-11-2032
RetailCorp,furniture,101.5,05-12-2018
RetailCorp,electronics,147.1,21-01-2019
RetailCorp,furniture,263.4,29-03-2029
RetailCorp,online,135.3,13-08-2021
RetailCorp,electronics,183.7,01-01-2032
RetailCorp,electronics,238.5,18-01-2023
RetailCorp,electronics,274.6,24-08-2032
RetailCorp,electronics,271.3,30-01-2020
RetailCorp,furniture,143.3,17-11-2028
RetailCorp,electronics,141.6,20-05-2031
RetailCorp,stationery,156.4,27-10-2019
RetailCorp,beauty,193.5,21-02-2017
RetailCorp,clothing,167.5,20-07-2027
RetailCorp,beauty,165.3,08-01-2023
RetailCorp,beauty,196,05-08-2027
RetailCorp,online,198.5,17-12-2015
RetailCorp,food,201,01-09-2017
RetailCorp,online,199.5,10-08-2026
RetailCorp,electronics,203.8,01-11-2020
RetailCorp,online,175.6,09-02-2033
RetailCorp,clothing,161.7,20-12-2026
RetailCorp,toys,222.6,15-05-2022
RetailCorp,clothing,116.9,14-04-2029
RetailCorp,online,210,09-12-2016
RetailCorp,online,275.1,06-11-2019
RetailCorp,electronics,171.2,02-10-2017
RetailCorp,electronics,176.4,03-10-2024
RetailCorp,clothing,152.7,01-07-2024
RetailCorp,toys,185.6,07-09-2018
RetailCorp,furniture,181.2,22-11-2020
RetailCorp,online,166.1,13-07-2018
RetailCorp,beauty,231.5,22-02-2024
RetailCorp,electronics,163.2,27-05-2033
RetailCorp,food,127.7,09-09-2022
RetailCorp,furniture,173.3,29-12-2022
RetailCorp,stationery,198.5,28-09-2016
RetailCorp,stationery,114.2,25-11-2026
RetailCorp,sports,236.7,16-06-2024
RetailCorp,food,158.3,14-07-2021
RetailCorp,furniture,78.3,07-06-2027
RetailCorp,stationery,79.9,18-03-2015
RetailCorp,online,226.1,06-10-2033
RetailCorp,food,189.4,20-09-2028
RetailCorp,beauty,144.6,10-05-2027
RetailCorp,food,179.3,17-06-2027
RetailCorp,food,241.4,12-04-2024
RetailCorp,stationery,289.3,22-09-2024
RetailCorp,beauty,207.4,24-01-2031
RetailCorp,furniture,236.2,29-06-2017
RetailCorp,online,223.8,05-03-2020
RetailCorp,beauty,104.8,17-05-2017
RetailCorp,stationery,225.8,23-09-2030
RetailCorp,clothing,236.5,28-09-2021
RetailCorp,online,291.1,15-09-2029
RetailCorp,furniture,214.4,08-01-2018
RetailCorp,beauty,194.6,08-01-2032
RetailCorp,sports,208.7,25-02-2022
RetailCorp,clothing,232,10-09-2020
RetailCorp,toys,221.8,20-08-2022
RetailCorp,toys,173.2,09-11-2017
RetailCorp,food,211.7,11-01-2028
RetailCorp,toys,214.2,06-06-2023
RetailCorp,toys,224.2,26-05-2018
RetailCorp,furniture,273.6,17-01-2016
RetailCorp,food,137.6,23-07-2019
RetailCorp,clothing,166,10-11-2032
RetailCorp,food,291.6,11-05-2015
RetailCorp,electronics,204.5,11-01-2015
RetailCorp,sports,271.5,06-01-2024
RetailCorp,food,220.7,28-04-2024
RetailCorp,electronics,187.4,27-11-2033
RetailCorp,furniture,268.6,26-09-2017
RetailCorp,clothing,213.8,07-11-2016
RetailCorp,furniture,257.3,02-12-2020
RetailCorp,beauty,269.2,05-06-2028
RetailCorp,stationery,97.1,08-02-2017
RetailCorp,sports,140.2,12-03-2020
RetailCorp,clothing,234.1,02-08-2024
RetailCorp,food,148.9,02-07-2025
RetailCorp,sports,212.3,23-12-2017
RetailCorp,stationery,319.8,22-10-2030
RetailCorp,sports,236.7,02-04-2032
RetailCorp,food,210.9,16-05-2025
RetailCorp,food,214.4,30-10-2023
RetailCorp,stationery,224,08-01-2020
RetailCorp,online,273.3,17-07-2027
RetailCorp,beauty,167.3,13-05-2023
RetailCorp,clothing,287.5,26-01-2016
RetailCorp,clothing,239.6,24-01-2027
RetailCorp,toys,138.4,03-08-2030
RetailCorp,electronics,246.2,10-05-2021
RetailCorp,clothing,249.1,31-08-2016
RetailCorp,clothing,204.7,19-11-2017
RetailCorp,toys,254.2,30-06-2030
RetailCorp,online,191.5,13-10-2023
RetailCorp,furniture,226,07-12-2027
RetailCorp,stationery,275.1,26-05-2025
RetailCorp,stationery,248.2,19-02-2022
RetailCorp,electronics,210.5,16-06-2029
RetailCorp,beauty,234.6,05-01-2030
RetailCorp,clothing,257.9,07-03-2015
RetailCorp,furniture,199.8,13-10-2027
RetailCorp,stationery,269.1,01-10-2015
RetailCorp,electronics,161.9,08-03-2033
RetailCorp,sports,224.5,15-08-2015
RetailCorp,sports,237.7,21-02-2020
RetailCorp,online,234.3,20-11-2030
RetailCorp,clothing,197.7,11-01-2021
RetailCorp,sports,165,21-09-2018
RetailCorp,clothing,128.8,24-06-2021
RetailCorp,toys,272.2,09-06-2029
RetailCorp,furniture,188.3,06-11-2024
RetailCorp,furniture,144.4,29-09-2030
RetailCorp,electronics,231.6,25-07-2021
RetailCorp,toys,165.9,23-06-2025
RetailCorp,sports,234.3,06-10-2017
RetailCorp,electronics,243,29-04-2026
RetailCorp,electronics,230.3,13-04-2032
RetailCorp,stationery,321.7,03-11-2029
RetailCorp,food,196.2,04-12-2016
RetailCorp,electronics,160.6,16-01-2032
RetailCorp,food,192,28-12-2031
RetailCorp,beauty,113.7,16-11-2026
RetailCorp,beauty,142.3,31-08-2029
RetailCorp,electronics,168.4,26-04-2018
RetailCorp,clothing,165.1,02-05-2027
RetailCorp,stationery,225.6,29-07-2026
RetailCorp,sports,236.8,01-04-2029
RetailCorp,stationery,276.4,20-06-2015
RetailCorp,online,215.1,12-02-2023
RetailCorp,electronics,125,20-01-2025
RetailCorp,stationery,167.4,25-11-2024
RetailCorp,food,238.8,06-06-2024
RetailCorp,sports,181.8,21-09-2022
RetailCorp,stationery,161.3,08-08-2031
RetailCorp,stationery,149.1,30-10-2017
RetailCorp,stationery,118.4,21-05-2017
RetailCorp,electronics,178.3,06-12-2032
RetailCorp,beauty,154.7,30-06-2025
RetailCorp,beauty,217.6,16-07-2024
RetailCorp,electronics,167,28-06-2023
RetailCorp,sports,171.9,10-03-2020
RetailCorp,electronics,187.1,29-05-2032
RetailCorp,beauty,252.4,16-09-2029
RetailCorp,furniture,208.2,18-09-2016
RetailCorp,electronics,162.3,03-10-2025
RetailCorp,electronics,209.8,13-08-2020
RetailCorp,furniture,173.4,11-10-2026
RetailCorp,furniture,151.5,13-05-2015
RetailCorp,sports,216.2,26-11-2033
RetailCorp,sports,104.5,14-11-2024
RetailCorp,food,188.7,10-02-2026
RetailCorp,toys,202,16-06-2021
RetailCorp,food,213.7,09-09-2020
RetailCorp,clothing,88.1,02-12-2015
RetailCorp,toys,283.8,09-02-2022
RetailCorp,online,152.7,27-11-2016
RetailCorp,beauty,167.4,11-02-2032
RetailCorp,food,180.9,16-03-2032
RetailCorp,beauty,161.4,10-08-2026
RetailCorp,beauty,194.4,01-09-2032
RetailCorp,stationery,199.8,06-04-2025
RetailCorp,stationery,249.9,25-11-2021
RetailCorp,online,183.5,06-01-2025
RetailCorp,clothing,220.4,27-04-2015
RetailCorp,toys,198.6,11-02-2021
RetailCorp,electronics,168.9,21-10-2020
RetailCorp,electronics,198,26-08-2026
RetailCorp,furniture,153.9,28-08-2031
RetailCorp,electronics,118.3,15-01-2030
RetailCorp,electronics,141.2,16-05-2033
RetailCorp,stationery,176.5,15-01-2029
RetailCorp,online,133.2,05-10-2021
RetailCorp,beauty,122.8,07-11-2030
RetailCorp,electronics,191,10-09-2029
RetailCorp,electronics,197.9,04-11-2018
RetailCorp,beauty,143.4,30-06-2029
RetailCorp,beauty,197.3,03-07-2033
RetailCorp,online,227.1,17-03-2020
RetailCorp,online,115.4,25-03-2025
RetailCorp,sports,202.3,13-05-2030
RetailCorp,sports,178.9,01-05-2031
RetailCorp,electronics,189,23-05-2023
RetailCorp,furniture,191.3,08-10-2024
RetailCorp,online,285.4,26-02-2031
RetailCorp,electronics,350.8,17-06-2024
RetailCorp,online,199.1,03-02-2015
RetailCorp,clothing,234.7,03-01-2017
RetailCorp,stationery,178.5,02-08-2032
RetailCorp,food,215.4,01-04-2016
RetailCorp,beauty,240.8,24-05-2032
RetailCorp,beauty,168.6,21-06-2027
RetailCorp,electronics,150.5,02-12-2019
RetailCorp,stationery,143.1,02-06-2032
RetailCorp,beauty,223.3,22-01-2031
RetailCorp,furniture,188.5,05-11-2033
RetailCorp,online,224.7,11-10-2019
RetailCorp,beauty,200.6,04-10-2017
RetailCorp,toys,157.1,19-08-2033
RetailCorp,online,244.1,09-12-2033
RetailCorp,beauty,168.3,31-10-2018
RetailCorp,toys,187.4,15-09-2031
RetailCorp,beauty,241.6,18-03-2025
RetailCorp,food,229,24-01-2027
RetailCorp,food,100.2,10-05-2019
RetailCorp,food,258.2,09-08-2018
RetailCorp,sports,183.4,12-03-2019
RetailCorp,online,169.1,16-06-2016
RetailCorp,sports,229.6,27-06-2031
RetailCorp,beauty,229.5,05-04-2030
RetailCorp,beauty,183.9,27-04-2031
RetailCorp,beauty,126.9,10-11-2026
RetailCorp,beauty,211,24-10-2032
RetailCorp,toys,185.8,08-03-2033
RetailCorp,toys,176.5,22-06-2032
RetailCorp,stationery,221.1,18-06-2030
RetailCorp,clothing,261.8,30-11-2024
RetailCorp,toys,217.1,16-01-2032
RetailCorp,toys,238.5,19-07-2021
RetailCorp,online,194.7,28-02-2025
RetailCorp,beauty,252.6,01-05-2017
RetailCorp,toys,224.9,06-04-2017
RetailCorp,food,179.7,14-07-2031
RetailCorp,toys,130.4,23-10-2030
RetailCorp,clothing,213.7,12-01-2016
RetailCorp,beauty,326.2,24-03-2017
RetailCorp,food,183,21-09-2026
RetailCorp,online,157,24-08-2030
RetailCorp,food,154.5,07-01-2020
RetailCorp,online,204.2,27-10-2017
RetailCorp,sports,245.7,07-06-2022
RetailCorp,clothing,240.8,03-05-2029
RetailCorp,stationery,250.6,08-02-2030
RetailCorp,stationery,222,12-04-2032
RetailCorp,clothing,229.1,10-04-2021
RetailCorp,stationery,215.3,28-11-2015
RetailCorp,electronics,169.2,05-02-2015
RetailCorp,clothing,212.5,12-02-2016
RetailCorp,furniture,206.2,17-02-2015
RetailCorp,sports,166.5,02-02-2020
RetailCorp,toys,247.9,05-11-2026
RetailCorp,furniture,134.4,02-10-2016
RetailCorp,online,254,13-03-2022
RetailCorp,stationery,179.9,17-01-2023
RetailCorp,toys,163.3,14-01-2029
RetailCorp,stationery,85.1,06-10-2028
RetailCorp,food,219.3,01-04-2024
RetailCorp,stationery,213.8,24-08-2020
RetailCorp,toys,233.7,21-02-2032
RetailCorp,furniture,210.2,31-03-2032
RetailCorp,beauty,220.8,03-09-2026
RetailCorp,stationery,165.7,13-04-2022
RetailCorp,sports,177.3,03-09-2029
RetailCorp,toys,181,03-12-2030
RetailCorp,beauty,227.6,02-01-2020
RetailCorp,stationery,244.3,08-09-2015
RetailCorp,stationery,88.2,23-12-2017
RetailCorp,electronics,159.6,10-08-2015
RetailCorp,clothing,153.9,19-02-2033
RetailCorp,sports,172.8,25-06-2017
RetailCorp,furniture,138.9,03-12-2030
RetailCorp,food,228.4,21-06-2016
RetailCorp,toys,317.4,30-12-2029
RetailCorp,electronics,177,03-02-2018
RetailCorp,furniture,237.9,17-08-2021
RetailCorp,online,270.4,04-02-2019
RetailCorp,sports,257.8,08-08-2015
RetailCorp,electronics,127.1,04-02-2016
RetailCorp,online,263,20-05-2027
RetailCorp,online,299.4,05-05-2015
RetailCorp,toys,190.4,01-04-2026
RetailCorp,electronics,175.9,08-10-2028
RetailCorp,stationery,221.1,12-04-2016
RetailCorp,furniture,145.6,16-06-2016
RetailCorp,food,74.7,28-10-2028
RetailCorp,online,194.8,18-09-2025
RetailCorp,beauty,83.2,11-12-2030
RetailCorp,clothing,268.7,15-01-2018
RetailCorp,online,285.4,02-05-2019
RetailCorp,food,106.3,11-03-2018
RetailCorp,food,157.1,21-08-2021
RetailCorp,beauty,238.2,03-03-2022
RetailCorp,beauty,248.2,20-12-2025
RetailCorp,stationery,289.2,26-12-2033
RetailCorp,electronics,249,17-09-2021
RetailCorp,beauty,185.3,06-02-2017
RetailCorp,furniture,137.1,13-09-2031
RetailCorp,online,92.2,02-06-2025
RetailCorp,sports,182.9,13-03-2023
RetailCorp,food,181.7,10-05-2022
RetailCorp,sports,183.5,19-12-2032
RetailCorp,toys,124.8,05-05-2027
RetailCorp,toys,206.4,01-03-2028
RetailCorp,online,218.8,12-03-2019
RetailCorp,beauty,123.7,25-02-2028
RetailCorp,sports,299.7,08-10-2015
RetailCorp,food,304.4,05-11-2016
RetailCorp,food,164.4,30-01-2029
RetailCorp,toys,185.7,19-09-2032
RetailCorp,sports,258.1,03-09-2022
RetailCorp,stationery,216.5,11-12-2015
RetailCorp,online,115.1,25-11-2027
RetailCorp,furniture,181.7,19-01-2028
RetailCorp,stationery,211.6,29-02-2016
RetailCorp,furniture,269.6,03-05-2015
RetailCorp,food,199.4,28-11-2030
RetailCorp,stationery,228.8,16-01-2033
RetailCorp,toys,297.5,09-11-2015
RetailCorp,clothing,197.7,14-02-2028
RetailCorp,food,229.7,25-09-2018
RetailCorp,toys,193.1,24-11-2025
RetailCorp,food,254.3,21-04-2032
RetailCorp,beauty,255.9,27-12-2025
RetailCorp,toys,179.2,06-12-2019
RetailCorp,electronics,193.1,19-05-2015
RetailCorp,electronics,257.5,11-12-2017
RetailCorp,electronics,154.3,19-04-2027
RetailCorp,beauty,220.8,29-08-2015
RetailCorp,beauty,237.5,31-12-2030
RetailCorp,online,92.4,13-02-2027
RetailCorp,electronics,175.6,16-01-2015
RetailCorp,toys,279.6,23-11-2030
RetailCorp,beauty,217.8,02-03-2024
RetailCorp,beauty,173.5,11-08-2031
RetailCorp,furniture,198.8,25-06-2028
RetailCorp,clothing,252.1,12-07-2029
RetailCorp,electronics,205.7,13-12-2024
RetailCorp,stationery,239.1,05-07-2020
RetailCorp,online,163.8,07-03-2032
RetailCorp,electronics,240.1,24-12-2024
RetailCorp,sports,220.5,11-07-2018
RetailCorp,sports,201.8,18-02-2018
RetailCorp,toys,189.3,30-03-2018
RetailCorp,food,247.3,14-05-2025
RetailCorp,electronics,279.8,11-03-2019
RetailCorp,sports,303.9,30-03-2029
RetailCorp,food,180.7,02-07-2031
RetailCorp,food,278.6,20-10-2024
RetailCorp,stationery,202.6,12-11-2027
RetailCorp,stationery,123.2,06-02-2025
RetailCorp,food,230.9,21-03-2025
RetailCorp,beauty,184.6,04-07-2020
RetailCorp,furniture,169.3,20-11-2022
RetailCorp,clothing,213.6,12-01-2032
RetailCorp,online,217.2,15-06-2018
RetailCorp,furniture,253.7,01-08-2027
RetailCorp,beauty,297.9,22-04-2019
RetailCorp,online,202.5,27-06-2028
RetailCorp,toys,238.3,09-12-2026
RetailCorp,beauty,153.5,09-10-2031
RetailCorp,sports,131,23-09-2026
RetailCorp,clothing,157.4,21-04-2023
RetailCorp,sports,221.9,22-02-2032
RetailCorp,furniture,210.1,01-02-2033
RetailCorp,sports,218.2,01-03-2029
RetailCorp,stationery,196.7,27-10-2024
RetailCorp,toys,238.4,18-04-2018
RetailCorp,online,136.5,03-10-2027
RetailCorp,food,142.6,03-09-2032
RetailCorp,clothing,247.2,21-05-2026
RetailCorp,stationery,148.1,09-02-2020
RetailCorp,food,292.6,20-05-2031
RetailCorp,clothing,126.2,06-01-2024
RetailCorp,toys,168,11-03-2021
RetailCorp,beauty,179.9,13-12-2027
RetailCorp,electronics,206.9,06-09-2032
RetailCorp,food,143.9,10-12-2021
RetailCorp,toys,269.5,26-06-2026
RetailCorp,food,189.6,20-08-2027
RetailCorp,sports,203.1,29-06-2023
RetailCorp,sports,164.2,05-02-2023
RetailCorp,online,162.4,15-02-2016
RetailCorp,clothing,177.2,27-12-2033
RetailCorp,stationery,225.7,10-11-2025
RetailCorp,online,194.5,27-03-2025
RetailCorp,beauty,140.2,27-09-2023
RetailCorp,electronics,196,01-07-2029
RetailCorp,furniture,172.7,18-07-2016
RetailCorp,sports,194.1,19-10-2018
RetailCorp,toys,241,15-11-2017
RetailCorp,beauty,199.8,11-02-2022
RetailCorp,toys,113.5,12-05-2028
RetailCorp,toys,204.5,07-10-2030
RetailCorp,beauty,208.3,18-04-2020
RetailCorp,furniture,156.4,22-03-2015
RetailCorp,food,138.8,30-08-2015
RetailCorp,furniture,235,30-04-2033
RetailCorp,food,179.7,08-05-2026
RetailCorp,beauty,305.3,30-01-2018
RetailCorp,food,219.6,29-12-2031
RetailCorp,food,178,04-05-2028
RetailCorp,food,179.5,12-05-2024
RetailCorp,furniture,231.3,21-05-2030
RetailCorp,clothing,239,02-10-2017
RetailCorp,sports,333.3,06-06-2017
RetailCorp,beauty,146.8,21-02-2032
RetailCorp,food,173.4,09-10-2020
RetailCorp,sports,151,24-09-2028
RetailCorp,electronics,182.4,22-10-2029
RetailCorp,clothing,150.5,01-01-2020
RetailCorp,beauty,216.2,06-10-2018
RetailCorp,sports,269.2,26-01-2025
RetailCorp,clothing,185.8,18-01-2026
RetailCorp,online,243.3,06-04-2028
RetailCorp,furniture,170.3,02-05-2025
RetailCorp,online,196.1,05-08-2027
RetailCorp,beauty,174.7,19-10-2023
RetailCorp,food,272.6,16-08-2033
RetailCorp,beauty,139.6,20-05-2027
RetailCorp,furniture,212.6,08-08-2015
RetailCorp,electronics,203.3,22-05-2030
RetailCorp,toys,127.5,20-01-2032
RetailCorp,sports,197.1,06-10-2028
RetailCorp,toys,209.7,15-10-2021
RetailCorp,clothing,151.1,05-11-2029
RetailCorp,furniture,230.7,25-12-2022
RetailCorp,sports,175.8,23-07-2024
RetailCorp,clothing,199.7,26-07-2016
RetailCorp,clothing,251,05-10-2032
RetailCorp,toys,130.4,07-12-2023
RetailCorp,clothing,115.3,10-10-2018
RetailCorp,electronics,129.3,30-12-2015
RetailCorp,online,282.5,22-07-2031
RetailCorp,electronics,104.7,10-08-2015
RetailCorp,clothing,262.2,05-10-2018
RetailCorp,stationery,189.3,27-05-2017
RetailCorp,stationery,160.2,28-07-2026
RetailCorp,sports,57.1,02-12-2030
RetailCorp,beauty,119.3,17-03-2025
RetailCorp,online,177.4,09-08-2022
RetailCorp,electronics,197.7,14-07-2032
RetailCorp,clothing,218.9,01-04-2018
RetailCorp,food,312.6,25-09-2015
RetailCorp,furniture,77.9,08-12-2019
RetailCorp,clothing,195.3,02-06-2032
RetailCorp,food,238.2,20-06-2025
RetailCorp,beauty,152.8,09-08-2026
RetailCorp,furniture,201.5,29-10-2024
RetailCorp,toys,209.8,14-07-2025
RetailCorp,stationery,264.9,06-02-2026
RetailCorp,online,258.7,22-11-2032
RetailCorp,food,146.8,24-08-2028
RetailCorp,stationery,171.9,17-11-2016
RetailCorp,toys,271.4,07-08-2022
RetailCorp,online,242.8,21-10-2026
RetailCorp,furniture,182.2,16-03-2031
RetailCorp,food,180.4,21-09-2028
RetailCorp,stationery,202.7,18-10-2016
RetailCorp,furniture,161.4,06-06-2019
RetailCorp,online,152.8,25-10-2026
RetailCorp,furniture,200.3,21-12-2021
RetailCorp,online,188.4,07-10-2025
RetailCorp,toys,209.4,23-04-2031
RetailCorp,stationery,209.7,10-11-2026
RetailCorp,online,178.5,08-01-2033
RetailCorp,stationery,241.7,03-09-2018
RetailCorp,clothing,216.3,29-05-2015
RetailCorp,toys,206.7,05-04-2022
RetailCorp,clothing,147.2,08-09-2022
RetailCorp,furniture,227.9,13-03-2026
RetailCorp,furniture,122,07-02-2026
RetailCorp,toys,201.9,16-09-2026
RetailCorp,sports,223,25-05-2020
RetailCorp,online,204.3,11-02-2033
RetailCorp,electronics,274.7,08-09-2029
RetailCorp,electronics,159.5,02-08-2022
RetailCorp,beauty,141.9,18-08-2031
RetailCorp,toys,282.2,11-05-2033
RetailCorp,stationery,221.4,19-02-2029
RetailCorp,sports,209.1,06-10-2029
RetailCorp,sports,175.9,28-09-2031
RetailCorp,toys,107.6,15-08-2021
RetailCorp,clothing,217.4,17-09-2033
RetailCorp,online,160.2,06-02-2033
RetailCorp,food,262.3,13-03-2019
RetailCorp,toys,240.5,01-05-2020
RetailCorp,online,226.8,16-11-2020
RetailCorp,beauty,191,28-01-2023
RetailCorp,food,263.7,17-05-2030
RetailCorp,stationery,164.8,20-05-2020
RetailCorp,sports,139.9,22-06-2022
RetailCorp,electronics,129.8,30-06-2022
RetailCorp,sports,210.5,16-09-2033
RetailCorp,online,228,16-09-2030
RetailCorp,clothing,83.6,11-04-2020
RetailCorp,furniture,232.6,07-11-2018
RetailCorp,sports,153,07-02-2022
RetailCorp,beauty,256,03-04-2021
RetailCorp,beauty,269,30-01-2032
RetailCorp,sports,188.5,26-02-2026
RetailCorp,food,132.4,27-08-2028
RetailCorp,food,203.9,22-10-2022
RetailCorp,stationery,235.9,19-04-2018
RetailCorp,food,236.8,13-09-2032
RetailCorp,toys,172,13-10-2015
RetailCorp,electronics,171.7,15-03-2026
RetailCorp,furniture,251.9,04-05-2021
RetailCorp,online,283.6,22-01-2018
RetailCorp,sports,185.4,17-12-2033
RetailCorp,food,220.7,25-05-2022
RetailCorp,online,251.2,30-12-2019
RetailCorp,online,241,24-01-2030
RetailCorp,stationery,212.4,22-01-2018
RetailCorp,food,170.8,25-07-2024
RetailCorp,food,220.3,08-04-2027
RetailCorp,sports,142.5,12-02-2033
RetailCorp,food,136,15-07-2015
RetailCorp,beauty,230.6,07-08-2015
RetailCorp,food,72.4,23-02-2022
RetailCorp,electronics,152.6,13-02-2030
RetailCorp,beauty,191.3,03-02-2027
RetailCorp,beauty,152.8,29-01-2028
RetailCorp,toys,170.8,14-12-2027
RetailCorp,online,226.6,17-04-2026
RetailCorp,furniture,222.1,10-02-2016
RetailCorp,online,204.7,28-02-2031
RetailCorp,furniture,186.7,29-05-2026
RetailCorp,stationery,152,06-06-2023
RetailCorp,toys,164.3,06-05-2016
RetailCorp,toys,149.6,09-10-2029
RetailCorp,sports,275.6,22-05-2017
RetailCorp,furniture,170.3,06-11-2015
RetailCorp,furniture,214.1,05-03-2027
RetailCorp,electronics,147,19-08-2026
RetailCorp,electronics,190,16-02-2018
RetailCorp,clothing,123.2,15-09-2029
RetailCorp,beauty,208,29-10-2018
RetailCorp,stationery,196.5,02-11-2023
RetailCorp,furniture,203.6,23-05-2021
RetailCorp,beauty,157.5,16-04-2019
RetailCorp,beauty,100.4,05-06-2026
RetailCorp,electronics,118.5,28-08-2016
RetailCorp,electronics,108.4,09-09-2015
RetailCorp,electronics,220.5,25-01-2016
RetailCorp,furniture,257.4,30-07-2023
RetailCorp,beauty,200,16-09-2029
RetailCorp,furniture,197.2,08-02-2031
RetailCorp,online,223.3,12-11-2020
RetailCorp,stationery,174.7,30-08-2030
RetailCorp,sports,225.9,20-09-2024
RetailCorp,stationery,203.7,17-11-2030
RetailCorp,toys,126.8,29-12-2030
RetailCorp,electronics,199.1,07-03-2030
RetailCorp,beauty,123.1,11-12-2029
RetailCorp,online,174.7,19-02-2022
RetailCorp,electronics,146.5,21-02-2026
RetailCorp,beauty,257.9,01-11-2027
RetailCorp,food,257.1,01-08-2017
RetailCorp,beauty,290.5,12-10-2030
RetailCorp,toys,246.7,27-09-2019
RetailCorp,clothing,207.8,08-12-2024
RetailCorp,stationery,126.5,26-03-2017
RetailCorp,online,171.2,12-08-2017
RetailCorp,food,167.5,11-04-2015
